sdtname,object-id,st-area(shape),district,timeperiod,total-tender-awarded-value,immediate-measures-tenders-awarded-value,others-tenders-awarded-value,repair-and-restoration-tenders-awarded-value,max-rain,mean-rain,count,sum-rain,inundation-pct,inundation-intensity-mean,inundation-intensity-mean-nonzero,inundation-intensity-sum,mean-sex-ratio,sum-aged-population,sum-young-population,sum-population,schools-count,total-rail-length,rail-count,total-road-length,health-centres-count,stname,dtname,st-area-sh,st-length-,remarks,dist-lgd,state-lgd,subdt-lgd,ac-no,st-length(shape),elevation-mean,slope-mean,stcode11,dtcode11,sub-district-code,urban-hhd,urban-electricity,urban-tele,urban-hhd-pipe,urban-no-sanitation,rural-hhd,total-hhd,avg-electricity,avg-tele,sd-piped-hhds-pct,sd-nosanitation-hhds-pct,total-hhd.1,exposure,flood-hazard,government-response,vulnerability,financial-year,total-tender-awarded-value-fy-cumsum,repair-and-restoration-tenders-awarded-value-fy-cumsum,immediate-measures-tenders-awarded-value-fy-cumsum,others-tenders-awarded-value-fy-cumsum,topsis-score,risk-score
Kheragarh,09-146-00768,1012844329.4528624,Agra,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,728.0,9.93,0.0,0.0,0.0,0.0,0.86,35758.0,60230.0,630623.0,661,19456.0,11.0,197150.0,99.0,UTTAR PRADESH,Agra,0.0,0.0,0.0,118.0,9.0,768.0,92.0,293904.66243984125,176.0,76.65829345059291,9.0,146.0,768.0,6441.8940270465355,128837.88054093072,19325.682081139606,1206.566751265816,405.8393237039317,81510.0,87952.0,11.3,2.0,11.73,7.7,87952.0,1,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.50349998539857,3
Debai,09-142-00749,687714932.3824618,Bulandshahr,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,489.0,7.02,0.0,0.0,0.0,0.0,0.89,40807.0,60530.0,609807.0,801,20381.0,5.0,101195.0,74.0,UTTAR PRADESH,Bulandshahr,0.0,0.0,0.0,134.0,9.0,749.0,68.0,171901.92317484584,189.0,67.73870287015187,9.0,142.0,749.0,7140.6414794921875,142812.82958984375,21421.92443847656,1337.4421491088867,449.8604132080078,76002.0,83143.0,11.1,2.0,15.68,8.33,83143.0,1,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.50349998539857,3
Kaiserganj,09-180-00922,1273850602.967038,Bahraich,2026_03,0.0,0.0,0.0,0.0,0.04,0.02,926.0,19.32,0.0,0.0,0.0,0.0,0.88,70289.0,127268.0,1106560.0,1315,11237.0,7.0,106310.0,86.0,UTTAR PRADESH,Bahraich,0.0,0.0,0.0,125.0,9.0,922.0,287.0,225300.55965079452,110.0,61.09415959263771,9.0,180.0,922.0,1672.461919369905,33449.2383873981,5017.3857581097145,313.2521174979832,105.36510092030402,150619.0,152291.0,11.2,2.0,32.51,16.75,152291.0,2,3,3,4,2025-2026,974643.74,974643.74,0.0,0.0,0.502930806183535,3
Chandausi,09-754-00722,821409530.3383827,Sambhal,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,582.0,5.67,0.0,0.0,0.0,0.0,0.88,51211.0,111838.0,1003509.0,537,40207.0,9.0,160393.0,80.0,UTTAR PRADESH,Sambhal,0.0,0.0,0.0,659.0,9.0,722.0,31.0,239977.67545327567,189.0,68.69002213095143,9.0,754.0,722.0,23719.59615956182,474391.9231912365,71158.78847868546,4442.680360685929,1494.3345580523946,102235.0,125955.0,11.5,2.0,14.0,6.76,125955.0,2,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.5009759055060051,3
Colonelganj,09-183-00929,1301308701.793101,Gonda,2026_03,0.0,0.0,0.0,0.0,0.03,0.01,933.0,12.34,0.0,0.0,0.0,0.0,0.91,82617.0,124399.0,1221062.0,1036,32856.0,9.0,118545.0,105.0,UTTAR PRADESH,Gonda,0.0,0.0,0.0,147.0,9.0,929.0,297.0,237911.11057140745,104.0,63.88635184062903,9.0,183.0,929.0,6082.274063773777,121645.48127547554,18246.82219132133,1139.2099321448284,383.18326601774794,201092.0,207174.0,10.4,2.0,7.58,8.37,207174.0,2,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.5009759055060051,3
Pilibhit,09-151-00790,1392456502.830802,Pilibhit,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,986.0,8.39,0.0,0.0,0.0,0.0,0.88,58150.0,91926.0,999052.0,954,62219.0,23.0,190639.0,92.0,UTTAR PRADESH,Pilibhit,0.0,0.0,0.0,173.0,9.0,790.0,128.0,303147.6150364786,189.0,71.18387782390406,9.0,151.0,790.0,36561.348930027176,731226.9786005435,109684.04679008151,6847.94065459409,2303.3649825917123,90771.0,127332.0,12.5,3.0,25.13,6.14,127332.0,2,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.5009759055060051,3
Sambhal,09-754-00721,1158141565.148043,Sambhal,2026_03,0.0,0.0,0.0,0.0,0.02,0.02,821.0,15.3,0.0,0.0,0.0,0.0,0.88,71862.0,156805.0,1418770.0,1090,13771.0,5.0,116276.0,126.0,UTTAR PRADESH,Sambhal,0.0,0.0,0.0,659.0,9.0,721.0,33.0,234852.465973177,200.0,65.72674441253235,9.0,754.0,721.0,34422.754609481155,688455.092189623,103268.26382844348,6447.38193835582,2168.633540397313,163124.0,197547.0,11.6,2.0,18.06,5.06,197547.0,3,3,5,2,2025-2026,0.0,0.0,0.0,0.0,0.49811703536384516,3
Moradabad,09-135-00719,1011553458.2590028,Moradabad,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,716.0,9.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2176996.0,2388,90789.0,32.0,211118.0,139.0,UTTAR PRADESH,Moradabad,0.0,0.0,0.0,171.0,9.0,719.0,29.0,321562.99641972844,196.0,69.60851220332405,9.0,135.0,719.0,125652.74724545688,2513054.9449091377,376958.2417363706,23534.75955907407,7916.123076463783,166325.0,291978.0,13.8,3.0,18.01,6.02,291978.0,4,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4957019569290968,3
Charkhari,09-169-00869,1001045222.6781448,Mahoba,2026_03,0.0,0.0,0.0,0.0,0.03,0.01,732.0,7.46,0.0,0.0,0.0,0.0,0.87,18190.0,18369.0,209927.0,259,7492.0,3.0,74680.0,39.0,UTTAR PRADESH,Mahoba,0.0,0.0,0.0,165.0,9.0,869.0,231.0,232200.71536285893,168.0,72.71021047034716,9.0,169.0,869.0,7089.733780570653,141794.67561141303,21269.20134171196,1327.9071371008831,446.65322817595114,38511.0,45601.0,12.1,2.0,18.13,9.54,45601.0,1,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.4788393165862524,3
Meerganj,09-150-00785,682248001.8343922,Bareilly,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,486.0,4.86,0.0,0.0,0.0,0.0,0.87,34150.0,65538.0,644076.0,602,18432.0,8.0,97514.0,75.0,UTTAR PRADESH,Bareilly,0.0,0.0,0.0,130.0,9.0,785.0,119.0,238201.9923377057,173.0,67.39211095777063,9.0,150.0,785.0,14436.353719960089,288727.0743992018,43309.061159880264,2703.9290517485247,909.4902843574856,85550.0,99986.0,11.7,2.0,20.71,6.17,99986.0,1,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.4788393165862524,3
Marihan,09-199-01002,1056793917.4630324,Mirzapur,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,773.0,8.04,0.0,0.0,0.0,0.0,0.89,23109.0,32240.0,323831.0,316,19930.0,7.0,99406.0,31.0,UTTAR PRADESH,Mirzapur,0.0,0.0,0.0,170.0,9.0,1002.0,399.0,230474.05241643748,235.0,71.7361761654626,9.0,199.0,1002.0,0.0,0.0,0.0,0.0,0.0,70327.0,70327.0,10.1,3.0,32.9,17.04,70327.0,1,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.4788393165862524,3
Tahrauli,09-166-00858,1090663479.906361,Jhansi,2026_03,0.0,0.0,0.0,0.0,0.02,0.02,795.0,14.44,0.0,0.0,0.0,0.0,0.88,19355.0,20580.0,256115.0,243,12849.0,5.0,193692.0,61.0,UTTAR PRADESH,Jhansi,0.0,0.0,0.0,153.0,9.0,858.0,224.0,287301.51408699417,188.0,76.09246222331166,9.0,166.0,858.0,4856.718577509341,97134.37155018684,14570.155732528025,909.6633895674996,305.9732703830885,37173.0,42030.0,11.9,2.0,29.33,12.14,42030.0,1,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.4788393165862524,3
Maudaha,09-168-00867,1483686870.502745,Hamirpur,2026_03,0.0,0.0,0.0,0.0,0.04,0.02,1084.0,22.31,0.0,0.0,0.0,0.0,0.85,33901.0,32218.0,383305.0,418,26194.0,7.0,197455.0,81.0,UTTAR PRADESH,Hamirpur,0.0,0.0,0.0,149.0,9.0,867.0,228.0,343025.2428872845,126.0,71.30445738638467,9.0,168.0,867.0,7070.204653532609,141404.0930706522,21210.613960597828,1324.2493316066575,445.4228931725544,67960.0,75030.0,11.8,2.0,32.46,8.25,75030.0,1,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.4788393165862524,3
Gautam Buddha Nagar,09-141-00743,678095884.0099571,Gautam Buddha Nagar,2026_03,0.0,0.0,0.0,0.0,0.03,0.02,479.0,8.58,0.0,0.0,0.0,0.0,0.84,30688.0,53396.0,557650.0,538,17439.0,4.0,202760.0,62.0,UTTAR PRADESH,Gautam Buddha Nagar,0.0,0.0,0.0,144.0,9.0,743.0,63.0,209380.17781095993,199.0,71.06079420378197,9.0,141.0,743.0,1310.2363785453467,26204.727570906936,3930.70913563604,245.40727370154343,82.54489184835684,5372.0,6682.0,13.0,2.0,3.72,2.61,6682.0,1,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.4788393165862524,3
Baheri,09-150-00784,1095963075.61368,Bareilly,2026_03,0.0,0.0,0.0,0.0,0.03,0.01,781.0,6.9,0.0,0.0,0.0,0.0,0.87,48945.0,91719.0,927353.0,657,29622.0,10.0,163430.0,73.0,UTTAR PRADESH,Bareilly,0.0,0.0,0.0,130.0,9.0,784.0,120.0,267898.78864663065,189.0,68.49645165550385,9.0,150.0,784.0,16932.982283882477,338659.64567764953,50798.94685164743,3171.5475817711877,1066.777883884596,116230.0,133163.0,11.7,2.0,25.78,5.32,133163.0,2,3,5,2,2025-2026,0.0,0.0,0.0,0.0,0.47511313678554323,3
Bilari,09-135-00720,724008960.5912561,Moradabad,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,510.0,4.89,0.0,0.0,0.0,0.0,0.9,45850.0,99872.0,912475.0,929,34585.0,15.0,99022.0,89.0,UTTAR PRADESH,Moradabad,0.0,0.0,0.0,171.0,9.0,720.0,29.0,212674.84949804065,194.0,69.74855833178697,9.0,135.0,720.0,15198.807187287704,303976.1437457541,45596.42156186311,2846.7365861789867,957.5248527991254,142811.0,158010.0,10.7,2.0,24.96,6.48,158010.0,2,3,5,2,2025-2026,0.0,0.0,0.0,0.0,0.47511313678554323,3
Atrauli,09-143-00754,1161237899.9974215,Aligarh,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,827.0,6.92,0.0,0.0,0.0,0.0,0.87,59605.0,93315.0,947024.0,1211,2829.0,1.0,123405.0,89.0,UTTAR PRADESH,Aligarh,0.0,0.0,0.0,119.0,9.0,754.0,73.0,231066.91677695065,181.0,71.85329069085726,9.0,143.0,754.0,12915.342460300611,258306.84920601227,38746.02738090184,2419.043642814305,813.6665749989387,174129.0,187044.0,11.2,2.0,12.74,9.3,187044.0,2,3,5,2,2025-2026,0.0,0.0,0.0,0.0,0.47511313678554323,3
Mat,09-145-00762,936615037.5974392,Mathura,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,673.0,5.81,0.0,0.0,0.0,0.0,0.85,40467.0,64245.0,625627.0,302,15622.0,7.0,210841.0,56.0,UTTAR PRADESH,Mathura,0.0,0.0,0.0,167.0,9.0,762.0,82.0,270238.7138616289,179.0,69.89486415855173,9.0,145.0,762.0,609.973953910496,12199.47907820992,1829.921861731488,114.2481215674359,38.42835909636125,91005.0,91615.0,11.4,2.0,10.65,6.52,91615.0,1,3,4,3,2025-2026,1834497.0,0.0,0.0,1834497.0,0.46608715422154384,3
Jhansi,09-166-00860,1459313054.5713522,Jhansi,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,1065.0,10.38,0.0,0.0,0.0,0.0,0.88,79688.0,85205.0,1064460.0,1493,82536.0,39.0,476981.0,115.0,UTTAR PRADESH,Jhansi,0.0,0.0,0.0,153.0,9.0,860.0,222.0,377444.9186510384,255.0,73.97379424942638,9.0,166.0,860.0,53984.15304432745,1079683.060886549,161952.45913298236,10111.231865202531,3401.0016417926295,63595.0,117579.0,15.0,3.0,29.11,7.92,117579.0,2,3,4,2,2025-2026,4050915.25,0.0,0.0,4050915.25,0.46161118594535266,3
Purwa,09-156-00817,996790807.7864628,Unnao,2026_03,0.0,0.0,0.0,0.0,0.03,0.02,719.0,13.15,0.0,0.0,0.0,0.0,0.9,45078.0,52019.0,608579.0,558,0.0,0.0,89453.0,80.0,UTTAR PRADESH,Unnao,0.0,0.0,0.0,186.0,9.0,817.0,167.0,240521.63877994593,119.0,66.5266237152659,9.0,156.0,817.0,6483.77738620924,129675.5477241848,19451.33215862772,1214.4115044369903,408.4779753311821,99910.0,106394.0,11.2,2.0,8.28,11.74,106394.0,1,3,5,2,2025-2026,0.0,0.0,0.0,0.0,0.4549094224019059,3
Sasni,09-144-00757,349343845.2702699,Hathras,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,246.0,2.82,0.0,0.0,0.0,0.0,0.87,19201.0,28548.0,286133.0,317,20838.0,8.0,32339.0,45.0,UTTAR PRADESH,Hathras,0.0,0.0,0.0,163.0,9.0,757.0,78.0,117454.6700192538,179.0,76.59379800754155,9.0,144.0,757.0,961.4090098505436,19228.18019701087,2884.2270295516305,180.07190754500678,60.56876762058424,51898.0,52859.0,11.4,2.0,7.49,3.21,52859.0,1,3,5,2,2025-2026,0.0,0.0,0.0,0.0,0.4549094224019059,3
Milak,09-136-00728,522958820.75711143,Rampur,2026_03,0.0,0.0,0.0,0.0,0.02,0.02,369.0,5.54,0.0,0.0,0.0,0.0,0.89,21556.0,46148.0,449609.0,451,22165.0,6.0,70084.0,47.0,UTTAR PRADESH,Rampur,0.0,0.0,0.0,176.0,9.0,728.0,36.0,160168.52183873233,180.0,69.06436673839231,9.0,136.0,728.0,2354.1025709069295,47082.05141813859,7062.307712720789,440.9234115308679,148.30846196713657,75295.0,77649.0,10.9,2.0,23.61,5.23,77649.0,1,3,5,2,2025-2026,0.0,0.0,0.0,0.0,0.4549094224019059,3
Moth,09-166-00856,979102157.8302246,Jhansi,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,707.0,7.64,0.0,0.0,0.0,0.0,0.88,21005.0,22245.0,280954.0,111,38822.0,9.0,202949.0,73.0,UTTAR PRADESH,Jhansi,0.0,0.0,0.0,153.0,9.0,856.0,225.0,217293.7713352746,171.0,75.72515312372397,9.0,166.0,856.0,7646.051927649457,152921.03855298914,22938.15578294837,1432.1055260487433,481.70127144191576,55772.0,63418.0,10.9,2.0,27.61,8.29,63418.0,1,3,5,2,2025-2026,0.0,0.0,0.0,0.0,0.4549094224019059,3
Dudhi,09-200-01006,3243210743.729237,Sonbhadra,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,2385.0,6.8,0.0,0.0,0.0,0.0,0.9,55858.0,96825.0,892836.0,893,0.0,0.0,2499.0,74.0,UTTAR PRADESH,Sonbhadra,0.0,0.0,0.0,184.0,9.0,1006.0,403.0,301829.1472254912,317.0,70.60355833492719,9.0,200.0,1006.0,23427.739125127377,468554.78250254755,70283.21737538213,4388.0155381363575,1475.9475648830248,144443.0,167871.0,11.3,2.0,14.77,8.94,167871.0,2,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.45260863554322944,3
Dhaurahara,09-153-00802,1449231687.6478016,Kheri,2026_03,0.0,0.0,0.0,0.0,0.03,0.02,1033.0,18.44,0.0,0.0,0.0,0.0,0.88,48722.0,81307.0,804877.0,559,0.0,0.0,107956.0,75.0,UTTAR PRADESH,Kheri,0.0,0.0,0.0,159.0,9.0,802.0,141.0,249094.4495970456,128.0,63.89308290195516,9.0,153.0,802.0,6434.273681640626,128685.47363281251,19302.82104492188,1205.1394605712892,405.35924194335945,132263.0,138697.0,9.3,2.0,24.68,15.58,138697.0,2,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.45260863554322944,3
Sirauli Gauspur,09-176-00899,522557032.1640965,Barabanki,2026_03,0.0,0.0,0.0,0.0,0.03,0.02,379.0,6.44,0.0,0.0,0.0,0.0,0.9,29750.0,41110.0,412208.0,410,12677.0,7.0,51500.0,56.0,UTTAR PRADESH,Barabanki,0.0,0.0,0.0,129.0,9.0,899.0,267.0,171098.42293717118,111.0,62.80669410787099,9.0,176.0,899.0,1247.4967094089675,24949.93418817935,3742.4901282269025,233.6561336722996,78.59229269276496,187286.0,188533.0,4.8,3.0,1.73,3.12,188533.0,2,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.45260863554322944,3
Rampur,09-136-00726,429484111.1518469,Rampur,2026_03,0.0,0.0,0.0,0.0,0.03,0.01,306.0,4.58,0.0,0.0,0.0,0.0,0.89,40815.0,87698.0,867684.0,798,26143.0,8.0,129475.0,59.0,UTTAR PRADESH,Rampur,0.0,0.0,0.0,176.0,9.0,726.0,35.0,177503.20594866088,189.0,69.80832097938884,9.0,136.0,726.0,81598.41669497284,1631968.3338994568,244795.25008491852,15283.383446968412,5140.700251783289,89951.0,171549.0,15.1,3.0,19.55,4.88,171549.0,2,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.45260863554322944,3
Chhata,09-145-00761,1353990933.923843,Mathura,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,969.0,14.25,0.0,0.0,0.0,0.0,0.85,50562.0,80315.0,779542.0,375,34272.0,10.0,184510.0,73.0,UTTAR PRADESH,Mathura,0.0,0.0,0.0,167.0,9.0,761.0,81.0,229263.04303840303,183.0,66.67092817786603,9.0,145.0,761.0,25712.82438858696,514256.4877717392,77138.47316576088,4816.012007982337,1619.9079364809784,97020.0,122733.0,13.3,2.0,14.36,6.03,122733.0,1,3,4,2,2025-2026,717485.28,717485.28,0.0,0.0,0.4413367826162066,3
Mathura,09-145-00764,1374951796.182027,Mathura,2026_03,0.0,0.0,0.0,0.0,0.03,0.02,984.0,17.2,0.0,0.0,0.0,0.0,0.85,118863.0,189071.0,1831643.0,514,135793.0,42.0,409882.0,83.0,UTTAR PRADESH,Mathura,0.0,0.0,0.0,167.0,9.0,764.0,83.0,273524.84634102945,175.0,72.52299937824569,9.0,145.0,764.0,66074.33243461278,1321486.6486922556,198222.99730383832,12375.722465002971,4162.682943380605,68633.0,134707.0,15.4,3.0,21.21,5.55,134707.0,2,3,4,1,2025-2026,331533.82999999996,331533.82999999996,0.0,0.0,0.4390255840702935,3
Rath,09-168-00865,913234181.4374132,Hamirpur,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,665.0,5.7,0.0,0.0,0.0,0.0,0.85,26447.0,24904.0,296058.0,686,0.0,0.0,122508.0,50.0,UTTAR PRADESH,Hamirpur,0.0,0.0,0.0,149.0,9.0,865.0,229.0,205155.7939382932,155.0,72.70822026942996,9.0,168.0,865.0,9855.596127717392,197111.92255434784,29566.788383152176,1845.9531547214672,620.9025560461957,43137.0,52993.0,11.5,2.0,37.87,5.12,52993.0,1,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4347091519442845,3
Naraini,09-170-00874,947048478.7718574,Banda,2026_03,0.0,0.0,0.0,0.0,0.04,0.01,695.0,9.97,0.0,0.0,0.0,0.0,0.86,30640.0,38470.0,387217.0,516,0.0,0.0,87991.0,58.0,UTTAR PRADESH,Banda,0.0,0.0,0.0,128.0,9.0,874.0,234.0,346996.13997805346,139.0,71.99987397790832,9.0,170.0,874.0,511.9735054347826,10239.470108695652,1535.920516304348,95.89263756793478,32.254330842391305,75983.0,76495.0,10.8,2.0,12.53,16.64,76495.0,1,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4347091519442845,3
Ikauna,09-181-00924,764624621.9862597,Shravasti,2026_03,0.0,0.0,0.0,0.0,0.04,0.01,547.0,4.8,0.0,0.0,0.0,0.0,0.87,39959.0,74156.0,634266.0,594,0.0,0.0,103758.0,55.0,UTTAR PRADESH,Shravasti,0.0,0.0,0.0,181.0,9.0,924.0,290.0,246256.91281488095,117.0,65.58745604623246,9.0,181.0,924.0,5632.093970257303,112641.87940514606,16896.28191077191,1054.8912006291928,354.8219201262101,92852.0,98484.0,11.2,2.0,13.56,7.98,98484.0,1,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4347091519442845,3
Garautha,09-166-00857,1298838704.2020102,Jhansi,2026_03,0.0,0.0,0.0,0.0,0.02,0.02,941.0,16.13,0.0,0.0,0.0,0.0,0.88,21360.0,22527.0,283099.0,176,0.0,0.0,128038.0,65.0,UTTAR PRADESH,Jhansi,0.0,0.0,0.0,153.0,9.0,857.0,225.0,245505.0335254393,163.0,75.62230519385696,9.0,166.0,857.0,9153.645112410835,183072.9022482167,27460.935337232502,1714.4777295545491,576.6796420818827,43437.0,52591.0,11.7,2.0,23.35,11.66,52591.0,1,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4347091519442845,3
Piprasi,09-189-01020,1268995004.4906652,Kushi Nagar,2026_03,0.0,0.0,0.0,0.0,0.05,0.01,910.0,11.14,0.0,0.0,0.0,0.0,0.95,117535.0,160019.0,1630899.0,970,42080.0,12.0,238283.0,137.0,UTTAR PRADESH,Kushi Nagar,0.0,0.0,0.0,160.0,9.0,1020.0,329.0,284091.5744328337,88.0,60.82905044479672,9.0,189.0,1020.0,13882.537019149118,277650.74038298236,41647.61105744736,2600.1991836866296,874.5998322063945,0.0,13883.0,20.0,3.0,18.73,6.3,13883.0,1,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4347091519442845,3
Mahavan,09-145-00763,605433094.467712,Mathura,2026_03,0.0,0.0,0.0,0.0,0.03,0.01,433.0,5.31,0.0,0.0,0.0,0.0,0.85,12490.0,19689.0,190116.0,197,7473.0,5.0,138608.0,49.0,UTTAR PRADESH,Mathura,0.0,0.0,0.0,167.0,9.0,763.0,85.0,216765.3666573953,171.0,75.93638374727662,9.0,145.0,763.0,2642.3196941873302,52846.393883746605,7926.959082561991,494.906478721287,166.4661407338018,75469.0,78111.0,10.4,2.0,11.16,3.6,78111.0,1,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4347091519442845,3
Shahabad,09-136-00727,560182876.2897215,Rampur,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,397.0,3.35,0.0,0.0,0.0,0.0,0.89,22476.0,48167.0,461499.0,121,0.0,0.0,76300.0,49.0,UTTAR PRADESH,Rampur,0.0,0.0,0.0,176.0,9.0,727.0,38.0,174383.70781872803,182.0,71.42765982748054,9.0,136.0,727.0,5022.726228133492,100454.52456266985,15068.178684400478,940.7566225294032,316.43175237241,62324.0,67347.0,11.7,2.0,16.51,4.89,67347.0,1,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4347091519442845,3
Iglas,09-143-00756,704073582.4686117,Aligarh,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,503.0,6.28,0.0,0.0,0.0,0.0,0.87,32459.0,50580.0,501428.0,608,89.0,1.0,69380.0,66.0,UTTAR PRADESH,Aligarh,0.0,0.0,0.0,119.0,9.0,756.0,77.0,186473.94183112503,180.0,75.50895375589803,9.0,143.0,756.0,6274.719450577446,125494.38901154892,18824.158351732334,1175.2549530931556,395.3073253863791,87714.0,93989.0,11.2,2.0,10.93,6.57,93989.0,1,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4347091519442845,3
Khair,09-143-00752,901049191.252784,Aligarh,2026_03,0.0,0.0,0.0,0.0,0.02,0.02,636.0,9.56,0.0,0.0,0.0,0.0,0.87,37597.0,58819.0,603359.0,565,0.0,0.0,171847.0,64.0,UTTAR PRADESH,Aligarh,0.0,0.0,0.0,119.0,9.0,752.0,71.0,224849.77794047093,188.0,67.167410209308,9.0,143.0,752.0,8473.935228430706,169478.70456861414,25421.80568529212,1587.1680682850713,533.8579193911345,85008.0,93482.0,11.4,2.0,11.96,8.03,93482.0,1,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4347091519442845,3
Bilsi,09-149-00780,464915462.1407976,Budaun,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,327.0,3.0,0.0,0.0,0.0,0.0,0.86,15879.0,34420.0,310938.0,310,0.0,0.0,49075.0,31.0,UTTAR PRADESH,Budaun,0.0,0.0,0.0,133.0,9.0,780.0,113.0,148033.83435545128,176.0,65.79171304559735,9.0,149.0,780.0,2672.307765794837,53446.15531589674,8016.923297384511,500.523244533373,168.35538924507472,88011.0,90683.0,9.6,2.0,21.85,10.19,90683.0,1,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4347091519442845,3
Tanda,09-136-00724,409495856.7092862,Rampur,2026_03,0.0,0.0,0.0,0.0,0.03,0.01,287.0,3.78,0.0,0.0,0.0,0.0,0.89,25444.0,54528.0,526263.0,451,0.0,0.0,71052.0,38.0,UTTAR PRADESH,Rampur,0.0,0.0,0.0,176.0,9.0,724.0,34.0,175171.97177447187,203.0,69.46706962909369,9.0,136.0,724.0,8588.941358483356,171778.8271696671,25766.82407545007,1608.7087164439326,541.1033055844515,52335.0,60924.0,10.9,3.0,14.42,6.04,60924.0,1,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4347091519442845,3
Kanth,09-135-00718,87369328.53357174,Moradabad,2026_03,0.0,0.0,0.0,0.0,0.02,0.02,60.0,0.95,0.0,0.0,0.0,0.0,0.9,1653.0,3607.0,54429.0,35,0.0,0.0,5926.0,4.0,UTTAR PRADESH,Moradabad,0.0,0.0,0.0,171.0,9.0,718.0,25.0,111753.1334119466,204.0,63.01659870840011,9.0,135.0,718.0,5790.285379161006,115805.70758322012,17370.856137483017,1084.5204515168564,364.78797888714337,57307.0,63097.0,11.1,2.0,17.67,3.84,63097.0,1,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4347091519442845,3
Sandila,09-155-00813,1828632315.0913875,Hardoi,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,1316.0,5.72,0.0,0.0,0.0,0.0,0.86,83477.0,119899.0,1228062.0,1373,70379.0,19.0,202653.0,144.0,UTTAR PRADESH,Hardoi,0.0,0.0,0.0,150.0,9.0,813.0,160.0,295837.97555953887,130.0,70.57222290738812,9.0,155.0,813.0,14221.849312160328,284436.98624320654,42665.54793648099,2663.7523761676293,895.9765066661007,223622.0,237844.0,10.5,2.0,16.11,15.25,237844.0,3,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.42484549957161877,3
Shikarpur,09-142-00750,709889754.8424231,Bulandshahr,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,504.0,7.49,0.0,0.0,0.0,0.0,0.89,36661.0,54265.0,557092.0,814,0.0,0.0,130498.0,63.0,UTTAR PRADESH,Bulandshahr,0.0,0.0,0.0,134.0,9.0,750.0,69.0,193950.3981386573,195.0,68.2394156214203,9.0,142.0,750.0,12955.180504840351,259103.61009680707,38865.54151452106,2426.5053085565983,816.1763718049423,81209.0,94164.0,12.3,2.0,23.28,6.51,94164.0,1,3,4,1,2025-2026,1165336.192,0.0,0.0,1165336.192,0.4210273397504604,3
